Date,Adj Close,Close,High,Low,Open,Volume
2022-03-09,9.899999618530273,9.899999618530273,9.920000076293945,9.899999618530273,9.920000076293945,1600
2022-03-10,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,1700
2022-03-11,9.871000289916992,9.871000289916992,9.895000457763672,9.869999885559082,9.880000114440918,1200
2022-03-14,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,200
2022-03-15,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,0
2022-03-16,9.904999732971191,9.904999732971191,9.904999732971191,9.904999732971191,9.904999732971191,200
2022-03-17,9.899999618530273,9.899999618530273,9.899999618530273,9.880000114440918,9.880000114440918,300
2022-03-18,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,0
2022-03-21,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,15600
2022-03-22,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,0
2022-03-23,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,0
2022-03-24,9.90999984741211,9.90999984741211,9.90999984741211,9.899999618530273,9.899999618530273,113600
2022-03-25,9.949999809265137,9.949999809265137,9.949999809265137,9.90999984741211,9.90999984741211,8200
2022-03-28,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0
2022-03-29,9.920999526977539,9.920999526977539,9.920999526977539,9.920999526977539,9.920999526977539,100
2022-03-30,9.920999526977539,9.920999526977539,9.920999526977539,9.920999526977539,9.920999526977539,0
2022-03-31,9.920999526977539,9.920999526977539,9.920999526977539,9.920999526977539,9.920999526977539,0
2022-04-01,9.920000076293945,9.920000076293945,9.920000076293945,9.911999702453613,9.920000076293945,10000
2022-04-04,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,2000
2022-04-05,9.949999809265137,9.949999809265137,9.949999809265137,9.930000305175781,9.930000305175781,3400
2022-04-06,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0
2022-04-07,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,20000
2022-04-08,9.970000267028809,9.970000267028809,9.970000267028809,9.930000305175781,9.930000305175781,5700
2022-04-11,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0
2022-04-12,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0
2022-04-13,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0
2022-04-14,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,300
2022-04-18,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,1100
2022-04-19,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0
2022-04-20,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0
2022-04-21,10.0,10.0,10.0,10.0,10.0,100
2022-04-22,10.0,10.0,10.0,10.0,10.0,0
2022-04-25,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,1400
2022-04-26,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,15000
2022-04-27,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,200
2022-04-28,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0
2022-04-29,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0
2022-05-02,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,5900
2022-05-03,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,800
2022-05-04,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,100000
2022-05-05,9.949999809265137,9.949999809265137,9.970000267028809,9.949999809265137,9.970000267028809,739100
2022-05-06,9.979999542236328,9.979999542236328,9.989999771118164,9.979999542236328,9.989999771118164,42400
2022-05-09,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0
2022-05-10,9.954999923706055,9.954999923706055,9.970000267028809,9.9399995803833,9.949999809265137,73800
2022-05-11,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,0
2022-05-12,9.979999542236328,9.979999542236328,9.979999542236328,9.930000305175781,9.96500015258789,1200
2022-05-13,9.920000076293945,9.920000076293945,9.930000305175781,9.920000076293945,9.930000305175781,6200
2022-05-16,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,0
2022-05-17,9.920000076293945,9.920000076293945,9.930000305175781,9.920000076293945,9.930000305175781,210700
2022-05-18,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,5000
2022-05-19,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,65300
2022-05-20,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,81300
2022-05-23,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,0
2022-05-24,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,0
2022-05-25,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,0
2022-05-26,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,0
2022-05-27,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,105000
2022-05-31,9.979999542236328,9.979999542236328,9.979999542236328,9.920000076293945,9.930000305175781,375800
2022-06-01,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,100
2022-06-02,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0
2022-06-03,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,1100
2022-06-06,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,1000
2022-06-07,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,934100
2022-06-08,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,0
2022-06-09,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,0
2022-06-10,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,0
2022-06-13,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,0
2022-06-14,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,0
2022-06-15,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,0
2022-06-16,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,200
2022-06-17,10.010000228881836,10.010000228881836,10.010000228881836,9.930000305175781,9.930000305175781,69500
2022-06-21,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0
2022-06-22,9.979999542236328,9.979999542236328,10.010000228881836,9.920000076293945,10.010000228881836,1101100
2022-06-23,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0
2022-06-24,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0
2022-06-27,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,100
2022-06-28,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,0
2022-06-29,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,0
2022-06-30,9.979999542236328,9.979999542236328,9.979999542236328,9.930000305175781,9.930000305175781,900
2022-07-01,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0
2022-07-05,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0
2022-07-06,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,144800
2022-07-07,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,9.954999923706055,0
2022-07-08,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,300
2022-07-11,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0
2022-07-12,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0
2022-07-13,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,300
2022-07-14,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,400
2022-07-15,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,0
2022-07-18,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,0
2022-07-19,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,0
2022-07-20,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,500
2022-07-21,9.970000267028809,9.970000267028809,9.970000267028809,9.949999809265137,9.970000267028809,25600
2022-07-22,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,200000
2022-07-25,9.975000381469727,9.975000381469727,9.975000381469727,9.975000381469727,9.975000381469727,4600
2022-07-26,9.970000267028809,9.970000267028809,9.979999542236328,9.970000267028809,9.979999542236328,153700
2022-07-27,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,66300
2022-07-28,9.989999771118164,9.989999771118164,10.005000114440918,9.975000381469727,9.979999542236328,434000
2022-07-29,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,0
2022-08-01,10.0,10.0,10.0,9.989999771118164,9.994999885559082,383000
2022-08-02,10.0,10.0,10.0,10.0,10.0,0
2022-08-03,10.0,10.0,10.0,10.0,10.0,4600
2022-08-04,10.0,10.0,10.010000228881836,9.989999771118164,9.989999771118164,67000
2022-08-05,10.0,10.0,10.0,10.0,10.0,30500
